Header
dongguan university of technology	beijing normal university	2	['2018', '2018']	domestic
dongguan university of technology	university of regina	2	['2018', '2018']	trans-continental
eni	international institute for applied systems analysis	2	['2015', '2016']	trans-continental
eni	london school of economics and political science	2	['2015', '2015']	trans-continental
university of essex	world health organization	2	['2012', '2012']	trans-continental
federal ministry of health	harvard university	2	['2017', '2018']	domestic
federal ministry of health	university of london	2	['2017', '2017']	trans-continental
federal ministry of health	mekelle university	2	['2015', '2018']	trans-continental
federal ministry of health	college of health sciences bahrain	2	['2014', '2018']	trans-continental
federal ministry of health	leibniz association	2	['2017', '2018']	trans-continental
federal ministry of health	university of gondar	3	['2017', '2018', '2018']	trans-continental
kathmandu	world health organization	2	['2016', '2018']	trans-continental
kathmandu	johns hopkins university	2	['2017', '2018']	trans-continental
kathmandu	unicef	2	['2012', '2017']	trans-continental
kathmandu	university of new south wales	2	['2017', '2017']	trans-continental
kathmandu	peking university	2	['2017', '2017']	international
kathmandu	sichuan university	2	['2017', '2017']	international
leibniz association	karlsruhe institute of technology	2	['2016', '2018']	domestic
leibniz association	university of gondar	2	['2017', '2018']	trans-continental
tohoku university	university of tokyo	2	['2014', '2014']	domestic
university of tokyo	united nations	2	['2014', '2016']	trans-continental
university of tokyo	chinese academy of sciences	2	['2018', '2018']	international
university of tokyo	united nations university	2	['2016', '2018']	domestic
university of tokyo	university of rajshahi	3	['2011', '2016', '2017']	international
university of tokyo	university of dhaka	2	['2011', '2013']	international
university of tokyo	teikyo university	2	['2013', '2018']	trans-continental
university of tokyo	chalmers university of technology	2	['2014', '2018']	trans-continental
trent university	stellenbosch university	3	['2016', '2016', '2016']	trans-continental
queen mary university of london	stanford university	2	['2014', '2014']	trans-continental
queen mary university of london	harvard university	2	['2015', '2017']	trans-continental
queen mary university of london	university of oxford	2	['2014', '2014']	domestic
queen mary university of london	johns hopkins university	2	['2015', '2016']	trans-continental
queen mary university of london	university of london	3	['2014', '2014', '2016']	domestic
queen mary university of london	university college london	3	['2015', '2016', '2017']	domestic
queen mary university of london	peking university	2	['2016', '2017']	trans-continental
queen mary university of london	university of warwick	2	['2015', '2018']	domestic
max planck society	federal university of rio de janeiro	2	['2010', '2014']	trans-continental
max planck society	imperial college london	3	['2010', '2014', '2018']	trans-continental
max planck society	international institute for applied systems analysis	2	['2014', '2017']	trans-continental
max planck society	university of london	2	['2010', '2012']	trans-continental
max planck society	columbia university	3	['2010', '2014', '2014']	domestic
max planck society	university college london	2	['2010', '2012']	trans-continental
max planck society	university of leeds	2	['2016', '2018']	trans-continental
max planck society	centre national de la recherche scientifique	3	['2014', '2018', '2018']	trans-continental
max planck society	international union against tuberculosis and lung disease	2	['2010', '2012']	trans-continental
max planck society	royal children s hospital	2	['2010', '2012']	domestic
max planck society	potsdam institute for climate impact research	4	['2011', '2014', '2016', '2017']	trans-continental
max planck society	university of leicester	2	['2014', '2016']	trans-continental
max planck society	stockholm resilience centre	3	['2014', '2016', '2016']	trans-continental
max planck society	university of arizona	2	['2014', '2018']	domestic
max planck society	university of colorado boulder	2	['2016', '2018']	domestic
max planck society	university of the basque country	2	['2016', '2017']	trans-continental
max planck society	national museum of natural history	2	['2016', '2018']	domestic
oregon state university	wageningen university and research centre	2	['2016', '2017']	trans-continental
oregon state university	portland state university	2	['2012', '2014']	domestic
oregon state university	columbia university	2	['2016', '2017']	domestic
oregon state university	university of florida	2	['2016', '2017']	domestic
indian institute of technology bombay	massachusetts institute of technology	2	['2015', '2017']	trans-continental
qimr berghofer medical research institute	cayetano heredia university	2	['2011', '2012']	trans-continental
arizona state university	university of california berkeley	3	['2011', '2014', '2014']	domestic
arizona state university	stanford university	3	['2011', '2016', '2017']	domestic
arizona state university	george washington university	2	['2014', '2018']	domestic
arizona state university	commonwealth scientific and industrial research organisation	3	['2011', '2014', '2018']	trans-continental
arizona state university	australian national university	2	['2011', '2016']	trans-continental
arizona state university	university of oxford	2	['2014', '2018']	trans-continental
arizona state university	stockholm university	4	['2011', '2014', '2016', '2016']	trans-continental
arizona state university	massachusetts institute of technology	2	['2011', '2016']	domestic
arizona state university	columbia university	2	['2014', '2014']	domestic
arizona state university	chinese academy of sciences	3	['2015', '2015', '2018']	trans-continental
arizona state university	london school of economics and political science	2	['2014', '2017']	trans-continental
arizona state university	pennsylvania state university	2	['2014', '2018']	domestic
arizona state university	inner mongolia university	3	['2009', '2011', '2018']	trans-continental
arizona state university	clark university	2	['2012', '2013']	domestic
arizona state university	university of houston	2	['2014', '2014']	domestic
arizona state university	university of arizona	2	['2014', '2016']	domestic
arizona state university	george mason university	2	['2017', '2018']	domestic
aurecon	university of cape town	2	['2017', '2018']	international
aurecon	university of oxford	2	['2017', '2018']	trans-continental
leiden university	vu university amsterdam	4	['2014', '2017', '2018', '2018']	domestic
millennium institute	university of bergen	2	['2010', '2018']	trans-continental
unesco ihe institute for water education	wageningen university and research centre	2	['2015', '2018']	domestic
unesco ihe institute for water education	delft university of technology	2	['2013', '2017']	domestic
unesco ihe institute for water education	university of amsterdam	2	['2015', '2016']	domestic
washington university in st louis	university of cambridge	2	['2016', '2016']	trans-continental
university of florida	stanford university	3	['2017', '2017', '2018']	domestic
university of florida	imperial college london	2	['2016', '2017']	trans-continental
university of florida	michigan state university	4	['2017', '2017', '2017', '2018']	domestic
university of florida	temple university	2	['2017', '2017']	domestic
university of florida	carleton university	2	['2016', '2017']	international
university of florida	harvard university	2	['2017', '2018']	domestic
university of florida	commonwealth scientific and industrial research organisation	2	['2017', '2017']	trans-continental
university of florida	university of southampton	2	['2013', '2013']	trans-continental
