chalmers university of technology	swedish institute for food and biotechnology	1	['1998']	domestic
swedish institute for food and biotechnology	ecotrust	1	['2007']	trans-continental
swedish institute for food and biotechnology	dalhousie university	1	['2007']	trans-continental
indiana university	university of california berkeley	1	['2001']	domestic
university of california berkeley	lawrence berkeley national laboratory	2	['1999', '1999']	domestic
university of california berkeley	federal university of rio de janeiro	1	['1999']	trans-continental
university of california berkeley	university of cape town	1	['1999']	trans-continental
university of california berkeley	united states environmental protection agency	1	['1999']	domestic
university of california berkeley	indian institute of science	1	['1999']	trans-continental
university of california berkeley	national autonomous university of mexico	1	['1999']	international
university of california berkeley	university of pennsylvania	1	['2007']	domestic
university of california berkeley	university of toronto	1	['2007']	international
university of california berkeley	university of maryland baltimore	1	['2007']	domestic
university of california berkeley	emory university	1	['2007']	domestic
university of california berkeley	dartmouth college	1	['2006']	domestic
university of california berkeley	international monetary fund	1	['2005']	domestic
university of california berkeley	university of michigan	1	['2008']	domestic
university of california berkeley	environmental defense fund	1	['1998']	domestic
university of california berkeley	international institute for environment and development	1	['2008']	international
university of california berkeley	microsoft	1	['2006']	domestic
university of california berkeley	national bureau of economic research	1	['2007']	domestic
university of california berkeley	shelter insurance	1	['2007']	domestic
university of california berkeley	university of california	1	['2008']	domestic
university of california berkeley	monterey institute of international studies	1	['2008']	domestic
university of california berkeley	health effects institute	1	['2006']	domestic
university of california berkeley	lahore university of management sciences	1	['2007']	trans-continental
lawrence berkeley national laboratory	federal university of rio de janeiro	1	['1999']	trans-continental
lawrence berkeley national laboratory	indian institute of science	2	['2002', '1999']	trans-continental
lawrence berkeley national laboratory	university of tennessee	1	['2005']	domestic
lawrence berkeley national laboratory	university of cape town	1	['1999']	trans-continental
lawrence berkeley national laboratory	united states environmental protection agency	1	['1999']	domestic
lawrence berkeley national laboratory	national autonomous university of mexico	1	['1999']	international
lawrence berkeley national laboratory	university of california san diego	1	['1999']	domestic
federal university of rio de janeiro	harvard university	1	['2001']	trans-continental
federal university of rio de janeiro	university of sao paulo	1	['2001']	domestic
federal university of rio de janeiro	federal university of sao paulo	1	['2001']	domestic
federal university of rio de janeiro	university of cape town	1	['1999']	trans-continental
federal university of rio de janeiro	united states environmental protection agency	1	['1999']	trans-continental
federal university of rio de janeiro	indian institute of science	1	['1999']	trans-continental
federal university of rio de janeiro	national autonomous university of mexico	1	['1999']	trans-continental
federal university of rio de janeiro	university of california san diego	1	['1999']	trans-continental
university of cape town	oregon state university	1	['2003']	trans-continental
university of cape town	wageningen university and research centre	1	['2003']	trans-continental
university of cape town	international atomic energy agency	1	['2008']	trans-continental
university of cape town	pontifical catholic university of chile	1	['2003']	trans-continental
university of cape town	indian institute of science	1	['1999']	trans-continental
university of cape town	university of california santa barbara	1	['2003']	trans-continental
university of cape town	united states environmental protection agency	1	['1999']	trans-continental
university of cape town	national autonomous university of mexico	1	['1999']	trans-continental
university of cape town	university of california san diego	1	['1999']	trans-continental
university of cape town	international institute for environment and development	1	['2003']	trans-continental
university of cape town	united nations environment programme	1	['2003']	trans-continental
university of cape town	curtin university	1	['2007']	trans-continental
university of cape town	university college dublin	1	['2007']	trans-continental
university of cape town	university of sydney	1	['2008']	trans-continental
university of cape town	stellenbosch university	1	['1998']	domestic
university of cape town	international union for conservation of nature and natural resources	1	['2008']	trans-continental
university of cape town	plymouth university	1	['2008']	trans-continental
university of cape town	university of adelaide	1	['2003']	trans-continental
university of cape town	university of york	1	['2003']	trans-continental
university of cape town	national marine fisheries service	1	['2003']	trans-continental
university of cape town	overseas development institute	1	['2008']	trans-continental
united states environmental protection agency	university of melbourne	2	['2005', '2008']	trans-continental
united states environmental protection agency	indian institute of science	1	['1999']	trans-continental
united states environmental protection agency	monash university	1	['2008']	trans-continental
united states environmental protection agency	monsanto	1	['2008']	domestic
united states environmental protection agency	calvin college	1	['2008']	domestic
united states environmental protection agency	national autonomous university of mexico	1	['1999']	international
united states environmental protection agency	university of california san diego	1	['1999']	domestic
united states environmental protection agency	university of georgia	2	['2002', '2008']	domestic
indian institute of science	national autonomous university of mexico	1	['1999']	trans-continental
indian institute of science	university of california san diego	1	['1999']	trans-continental
national autonomous university of mexico	university of california davis	1	['2003']	international
national autonomous university of mexico	university of east anglia	1	['2007']	trans-continental
national autonomous university of mexico	university of california san diego	1	['1999']	international
national autonomous university of mexico	universidad michoacana de san nicolas de hidalgo	2	['2008', '2003']	domestic
national autonomous university of mexico	brandeis university	1	['2007']	international
national autonomous university of mexico	university of geneva	1	['2003']	trans-continental
national autonomous university of mexico	international center for tropical agriculture	1	['2003']	international
national autonomous university of mexico	chapingo autonomous university	1	['2003']	domestic
national autonomous university of mexico	delaware state university	1	['2007']	international
national autonomous university of mexico	smithsonian tropical research institute	1	['2007']	international
university of pennsylvania	unicef	1	['2007']	domestic
university of pennsylvania	university of toronto	1	['2007']	international
university of pennsylvania	world bank	1	['2007']	domestic
university of pennsylvania	united nations	1	['2006']	domestic
university of pennsylvania	emory university	1	['2007']	domestic
university of pennsylvania	levy economics institute	1	['2006']	domestic
university of pennsylvania	world health organization	1	['2007']	domestic
university of pennsylvania	university of maryland baltimore	1	['2007']	domestic
university of toronto	university of california davis	2	['2008', '2007']	international
university of toronto	unicef	1	['2007']	international
university of toronto	university of brasilia	1	['2005']	trans-continental
university of toronto	university of auckland	2	['2008', '2007']	trans-continental
university of toronto	south african medical research council	1	['2007']	international
university of toronto	world health organization	1	['2007']	international
university of toronto	university of maryland baltimore	2	['2007', '2007']	international
university of toronto	world bank	2	['2007', '2007']	international
university of toronto	emory university	1	['2007']	international
university of toronto	university of the free state	1	['2006']	trans-continental
university of toronto	university of north carolina at chapel hill	1	['2007']	international
university of toronto	university of cambridge	1	['2007']	trans-continental
university of toronto	university of manitoba	1	['2005']	domestic
university of toronto	university of edinburgh	2	['2008', '2007']	trans-continental
university of toronto	university of the philippines	2	['2008', '2007']	trans-continental
university of toronto	medical research council	1	['2008']	domestic
university of toronto	universite du quebec a montreal	1	['2007']	domestic
university of toronto	save the children	1	['2007']	international
university of toronto	university of the west indies	1	['2007']	international
university of toronto	international centre for diarrhoeal disease research bangladesh	1	['2007']	trans-continental
university of maryland baltimore	university of london	1	['2007']	trans-continental
university of maryland baltimore	university of california davis	1	['2007']	domestic
university of maryland baltimore	unicef	1	['2007']	domestic
university of maryland baltimore	university of auckland	1	['2007']	trans-continental
university of maryland baltimore	south african medical research council	1	['2007']	domestic
university of maryland baltimore	world bank	1	['2007']	domestic
university of maryland baltimore	emory university	1	['2007']	domestic
university of maryland baltimore	johns hopkins university	1	['2007']	domestic
university of maryland baltimore	world health organization	1	['2007']	domestic
university of maryland baltimore	save the children	1	['2007']	domestic
university of maryland baltimore	international centre for diarrhoeal disease research bangladesh	1	['2007']	trans-continental
university of maryland baltimore	university of edinburgh	1	['2007']	trans-continental
university of maryland baltimore	university of the west indies	1	['2007']	international
university of maryland baltimore	university of the philippines	1	['2007']	trans-continental
emory university	unicef	1	['2007']	domestic
emory university	world bank	1	['2007']	domestic
emory university	university of los andes	2	['2007', '2007']	trans-continental
dartmouth college	national renewable energy laboratory	1	['1999']	domestic
international monetary fund	university of copenhagen	1	['2006']	trans-continental
university of michigan	karolinska institutet	1	['2007']	trans-continental
university of michigan	sri international	1	['2006']	domestic
international institute for environment and development	wageningen university and research centre	1	['2003']	trans-continental
international institute for environment and development	tufts university	1	['2003']	international
international institute for environment and development	world health organization	1	['2007']	international
international institute for environment and development	united nations environment programme	1	['2003']	international
international institute for environment and development	university of the western cape	1	['2007']	trans-continental
international institute for environment and development	boston university	1	['2001']	international
international institute for environment and development	radboud university nijmegen	1	['2007']	trans-continental
international institute for environment and development	bangladesh centre for advanced studies	1	['2003']	trans-continental
international institute for environment and development	sustainable development policy institute	1	['2003']	trans-continental
microsoft	delft university of technology	1	['2008']	trans-continental
microsoft	new york university	1	['2008']	domestic
microsoft	saarland university	1	['2000']	trans-continental
national bureau of economic research	columbia university	1	['2007']	domestic
national bureau of economic research	world bank	1	['2008']	domestic
national bureau of economic research	peterson institute for international economics	1	['2007']	domestic
national bureau of economic research	pomona college	1	['2008']	domestic
national bureau of economic research	university of california san diego	1	['2007']	domestic
university of california	universidade federal do rio grande do sul	1	['2008']	trans-continental
university of california	world health organization	1	['2008']	domestic
health effects institute	world health organization	1	['2006']	domestic
stockholm university	australian national university	1	['2003']	trans-continental
stockholm university	swedish university of agricultural sciences	1	['2008']	domestic
stockholm university	mid sweden university	1	['2008']	domestic
stockholm university	environmental protection agency	1	['2008']	trans-continental
stockholm university	swedish board of agriculture	1	['2008']	domestic
stockholm university	sodertorn university	1	['2008']	domestic
stockholm university	international centre for diarrhoeal disease research bangladesh	1	['2006']	trans-continental
australian national university	commonwealth scientific and industrial research organisation	1	['2008']	domestic
australian national university	columbia university	1	['2004']	trans-continental
australian national university	university of oslo	1	['2004']	trans-continental
australian national university	depaul university	1	['1997']	trans-continental
australian national university	charles darwin university	1	['2006']	trans-continental
swedish university of agricultural sciences	poznan university of technology	1	['2002']	international
swedish university of agricultural sciences	international institute for applied systems analysis	1	['2002']	international
swedish university of agricultural sciences	carleton university	1	['2002']	trans-continental
swedish university of agricultural sciences	mid sweden university	1	['2008']	domestic
swedish university of agricultural sciences	environmental protection agency	1	['2008']	trans-continental
swedish university of agricultural sciences	swedish board of agriculture	1	['2008']	domestic
swedish university of agricultural sciences	sodertorn university	1	['2008']	domestic
swedish university of agricultural sciences	lviv university	1	['2007']	international
mid sweden university	environmental protection agency	1	['2008']	trans-continental
mid sweden university	swedish board of agriculture	1	['2008']	domestic
mid sweden university	sodertorn university	1	['2008']	domestic
environmental protection agency	swedish board of agriculture	1	['2008']	trans-continental
environmental protection agency	sodertorn university	1	['2008']	trans-continental
swedish board of agriculture	sodertorn university	1	['2008']	domestic
international centre for diarrhoeal disease research bangladesh	university of london	2	['2006', '2007']	trans-continental
international centre for diarrhoeal disease research bangladesh	makerere university	1	['2006']	trans-continental
international centre for diarrhoeal disease research bangladesh	university of california davis	1	['2007']	trans-continental
international centre for diarrhoeal disease research bangladesh	university of auckland	1	['2007']	trans-continental
international centre for diarrhoeal disease research bangladesh	south african medical research council	1	['2007']	trans-continental
international centre for diarrhoeal disease research bangladesh	cornell university	1	['2006']	trans-continental
international centre for diarrhoeal disease research bangladesh	world bank	1	['2006']	trans-continental
international centre for diarrhoeal disease research bangladesh	johns hopkins university	1	['2006']	trans-continental
international centre for diarrhoeal disease research bangladesh	aga khan university	2	['2006', '2007']	international
international centre for diarrhoeal disease research bangladesh	karolinska institutet	1	['2006']	trans-continental
international centre for diarrhoeal disease research bangladesh	save the children	1	['2007']	trans-continental
international centre for diarrhoeal disease research bangladesh	universidade federal de pelotas	1	['2006']	trans-continental
international centre for diarrhoeal disease research bangladesh	bill melinda gates foundation	1	['2006']	trans-continental
international centre for diarrhoeal disease research bangladesh	university of the west indies	1	['2007']	trans-continental
international centre for diarrhoeal disease research bangladesh	university of the philippines	1	['2007']	international
university of london	university of indonesia	1	['2007']	trans-continental
university of london	medical research council	1	['2008']	trans-continental
university of london	karolinska institutet	1	['2008']	international
university of london	center for global development	1	['2004']	trans-continental
university of london	world bank	2	['2004', '2006']	trans-continental
university of london	university of edinburgh	2	['2006', '2008']	domestic
university of london	state university of campinas	2	['2006', '2005']	trans-continental
university of london	universidade federal de pelotas	3	['2006', '2005', '2004']	trans-continental
university of london	bill melinda gates foundation	1	['2006']	trans-continental
university of london	cornell university	1	['2006']	trans-continental
university of london	makerere university	1	['2006']	trans-continental
university of london	university of aberdeen	5	['2008', '2006', '2008', '2006', '2006']	domestic
university of london	uganda virus research institute	1	['2007']	trans-continental
university of london	cayetano heredia university	1	['2008']	trans-continental
university of london	university of bristol	2	['2008', '2007']	domestic
university of london	universidade catolica de pelotas	1	['2005']	trans-continental
university of london	international institute for applied systems analysis	1	['2007']	international
university of london	health protection agency	1	['2008']	trans-continental
university of london	university of east anglia	1	['2006']	domestic
university of london	international development research centre	1	['2005']	trans-continental
university of london	university of the philippines	2	['2008', '2007']	trans-continental
university of london	overseas development institute	2	['2008', '2006']	domestic
university of london	brac university	1	['2008']	trans-continental
university of london	university of the west indies	1	['2007']	trans-continental
university of london	bandim health project	1	['2007']	trans-continental
university of london	chinese center for disease control and prevention	1	['2007']	trans-continental
university of london	university for development studies	1	['2007']	trans-continental
university of london	university of manchester	1	['2007']	domestic
university of london	temple university	1	['2007']	trans-continental
university of london	university of naples federico ii	1	['2007']	international
university of london	centers for disease control and prevention	1	['2003']	trans-continental
university of london	university of bern	1	['2006']	international
university of london	technical university of berlin	1	['2005']	international
university of indonesia	university of ghana	1	['2007']	trans-continental
university of indonesia	university of aberdeen	2	['2007', '2007']	trans-continental
university of indonesia	andalas university	1	['2008']	domestic
university of indonesia	united nations population fund	1	['2008']	trans-continental
medical research council	university of california davis	1	['2008']	international
medical research council	university of auckland	1	['2008']	trans-continental
medical research council	university of melbourne	1	['2008']	trans-continental
medical research council	university of leeds	1	['2008']	trans-continental
medical research council	johns hopkins university	3	['2008', '2008', '2008']	international
medical research council	aga khan university	1	['2008']	trans-continental
medical research council	karolinska institutet	1	['2008']	trans-continental
medical research council	kamuzu central hospital	1	['2007']	trans-continental
medical research council	uganda virus research institute	1	['2007']	trans-continental
medical research council	all india institute of medical sciences	1	['2008']	trans-continental
medical research council	london school of economics and political science	1	['2008']	trans-continental
medical research council	brac university	2	['2008', '2008']	trans-continental
medical research council	university of california san francisco	1	['2008']	international
medical research council	university of edinburgh	2	['2008', '2008']	trans-continental
medical research council	university of the philippines	1	['2008']	trans-continental
medical research council	university of split	1	['2008']	trans-continental
medical research council	aga khan university hospital	1	['2008']	trans-continental
karolinska institutet	rti international	1	['2007']	trans-continental
karolinska institutet	centers for disease control and prevention	1	['2007']	trans-continental
karolinska institutet	orebro university	1	['2007']	domestic
karolinska institutet	karolinska university hospital	1	['2007']	domestic
karolinska institutet	southern general hospital	1	['2007']	trans-continental
karolinska institutet	save the children	1	['2008']	trans-continental
center for global development	world bank	2	['2006', '2004']	domestic
center for global development	world health organization	1	['2004']	domestic
center for global development	overseas development institute	1	['2006']	trans-continental
center for global development	central european university	1	['2004']	trans-continental
center for global development	westfield college	1	['2004']	domestic
world bank	makerere university	2	['2006', '2003']	trans-continental
world bank	unicef	1	['2007']	domestic
world bank	harvard university	4	['2007', '2006', '2007', '2007']	domestic
world bank	university of oslo	1	['2007']	trans-continental
world bank	indian institute of management ahmedabad	1	['2008']	trans-continental
world bank	international university of monaco	1	['2006']	trans-continental
world bank	pomona college	1	['2008']	domestic
world bank	yale university	1	['2005']	domestic
world bank	university of rome tor vergata	1	['2005']	trans-continental
world bank	university of manchester	3	['2006', '2005', '2005']	trans-continental
world bank	paris school of economics	1	['2008']	trans-continental
world bank	stockholm environment institute	1	['2008']	domestic
world bank	international potato center	1	['2008']	trans-continental
world bank	johns hopkins university	1	['2004']	domestic
world bank	bill melinda gates foundation	2	['2004', '2006']	domestic
world bank	american university	1	['2008']	domestic
world bank	ministry of economy and finance	1	['2008']	trans-continental
world bank	london school of economics and political science	2	['2008', '2007']	trans-continental
world bank	office of population research	1	['2003']	domestic
world bank	universidade federal de pelotas	1	['2006']	trans-continental
world bank	inter american development bank	1	['2003']	domestic
world bank	university of zambia	1	['2006']	trans-continental
world bank	murray state university	1	['2004']	domestic
world bank	international center for research on women	1	['2003']	domestic
world bank	university of north carolina at chapel hill	1	['2007']	domestic
world bank	university of california san francisco	1	['2007']	domestic
world bank	university of cambridge	1	['2007']	trans-continental
world bank	all india institute of medical sciences	1	['2005']	trans-continental
world bank	european university institute	1	['2003']	trans-continental
world bank	university of sussex	1	['2003']	trans-continental
world bank	australian catholic university	1	['2008']	domestic
world bank	imperial college london	1	['2008']	trans-continental
world bank	lafayette college	1	['2006']	domestic
world bank	the riverbank	1	['2005']	domestic
world bank	technical university of berlin	1	['2005']	trans-continental
university of edinburgh	university of california davis	2	['2008', '2007']	trans-continental
university of edinburgh	university of auckland	2	['2008', '2007']	trans-continental
university of edinburgh	south african medical research council	1	['2007']	trans-continental
university of edinburgh	university of leeds	1	['2008']	domestic
university of edinburgh	united nations population fund	1	['2006']	trans-continental
university of edinburgh	aga khan university	1	['2007']	trans-continental
university of edinburgh	university of california san francisco	1	['2008']	trans-continental
university of edinburgh	wellcome trust	1	['2008']	trans-continental
university of edinburgh	state university of campinas	1	['2006']	trans-continental
university of edinburgh	jawaharlal nehru university	1	['2007']	trans-continental
university of edinburgh	bocconi university	1	['2007']	international
university of edinburgh	university of brescia	1	['2007']	trans-continental
university of edinburgh	university of the philippines	2	['2008', '2007']	trans-continental
university of edinburgh	aga khan university hospital	1	['2008']	trans-continental
university of edinburgh	university of the west indies	1	['2007']	trans-continental
state university of campinas	harvard university	1	['2005']	trans-continental
state university of campinas	world health organization	1	['2005']	trans-continental
state university of campinas	united nations population fund	1	['2006']	trans-continental
state university of campinas	university of california san francisco	1	['2005']	trans-continental
state university of campinas	international development research centre	1	['2005']	trans-continental
universidade federal de pelotas	makerere university	1	['2006']	trans-continental
universidade federal de pelotas	cornell university	1	['2006']	trans-continental
